file_name,sentence,sentence_language,actor,emotion_expressed
1614279386730.wav,Vado in biblioteca,italian,49558e542e1556348408d7f1fe752213fe52fd552d36f1d48b0cb2bd98ecc458,neutrality
1613512463857.wav,L’ho incontrato oggi dopo 2 anni,italian,fbd51d139f2f0269c3e479d6dc5c6b9edb94b1eec62a677c039d280d497b2835,neutrality
1613333927164.wav,Vado in biblioteca,italian,8d062a0010a51aaf0af404c7080cbae838fd506815da1c88e1849b3e240bfcf9,neutrality
1614601721487.wav,Tommaso ha detto che dovevo scegliere io cosa fare,italian,2116b7b5ba182d8fbc46f79f93be85190a70051c85d8f0650b8ddfdf9ef0dec5,neutrality
1614246925184.wav,E’ impegnato in una riunione,italian,224ea01e4a299102cf8da1698a931bad291415dcefea7493576c17cf1fa960b9,neutrality
1616248693898.wav,La cascata fa molto rumore,italian,cebfacd7a17cd5538597bf834984ef312da42f8d97f20551b82f97980259ecdc,neutrality
1613562379268.wav,Giovanni parte per Roma domani,italian,4627bdb3ed141168a5e8663c86bfae205566c5bd27779a19c8d83791df8c9474,neutrality
1613463164400.wav,E’ una notte stellata,italian,b4821c502ef74731863784b38f670fb3ee5a2670ee3715c86814968bc76443cd,neutrality
1614602608658.wav,Il capo mi ha affidato un altro lavoro,italian,2116b7b5ba182d8fbc46f79f93be85190a70051c85d8f0650b8ddfdf9ef0dec5,neutrality
1616268676027.wav,Il capo mi ha affidato un altro lavoro,italian,9308c375d1bc0720cd94a462fa13f9108db5c5f7492993de52c928529882e2c3,neutrality
1614204623391.wav,Il cane ha riportato qui la palla,italian,b2bf7455e63d99ee9db25bd7d20fbc7f4af1687f68286bba3ab68c223204d21a,neutrality
1619253478432.wav,Vado in biblioteca,italian,3a8927e93a0a145def797ce89c3ab0ab7073604b4398783a9678d9879804b4b1,neutrality
1613384614741.wav,Zia Marta ha detto che devo stare a casa stasera,italian,659dfe05a37f6ae639f658233bc7a05082f075c71da9ab3da5f6962008a6b13a,neutrality
1613044729417.wav,Oggi c’è una partita di basket,italian,d1d4c2a864232b592cd189a43bb92bb839ae8cf6bd5e0e90ca871f6495ec7ad0,neutrality
1614409086131.wav,E’ andato a scuola dopo pranzo,italian,7a49d0e37774f8a5296044c04481158b1264d9f7b9a2029223f5c4b139418860,neutrality
1614891846754.wav,Gli operai si alzano presto,italian,c0d6e68460d24af1603f19ad2e31c3557815c9b92ffff5b2950ab908fbdfc6c4,neutrality
1613403466468.wav,Tommaso ha detto che dovevo scegliere io cosa fare,italian,1dab1d691c3cb60f475163ff79b4fa2f58bac807098245601f5134354d051335,neutrality
1616495479659.wav,La cascata fa molto rumore,italian,55fc0a5c4fd6c3fa7229693d5dae186842266785dedb80fd9b8a29b8fee8b364,neutrality
1614418450415.wav,Vorrei il numero telefonico del Signor Piatti,italian,8a59ade19c6fb89d70b2f672d9bad3fb160300086d9ec10e12148c0c17bb7326,neutrality
1613512717694.wav,Ho preso 6 nella verifica di matematica,italian,fbd51d139f2f0269c3e479d6dc5c6b9edb94b1eec62a677c039d280d497b2835,neutrality
1616249882541.wav,Non sapevo che fosse in città,italian,cebfacd7a17cd5538597bf834984ef312da42f8d97f20551b82f97980259ecdc,neutrality
1614175405679.wav,Non sapevo che fosse in città,italian,779562b086bb57bfe27509a43b72b47612f9a64815e53a5a9f48140de037eb5d,neutrality
1613327813783.wav,Non sapevo che fosse in città,italian,4b060192b2a67de0a8f1d3f0c8c6daf548fae696e67d869ee7e8d0faa4e03e09,neutrality
1616239613457.wav,E’ impegnato in una riunione,italian,032bd54539dc739de8c4d77eda2bee1f933a6dd243e4447977b6b39b4d4f83bb,neutrality
1616239237924.wav,Oggi c’è una partita di basket,italian,032bd54539dc739de8c4d77eda2bee1f933a6dd243e4447977b6b39b4d4f83bb,neutrality
1616246283435.wav,Gli operai si alzano presto,italian,cebfacd7a17cd5538597bf834984ef312da42f8d97f20551b82f97980259ecdc,neutrality
1614273987044.wav,Il capo mi ha affidato un altro lavoro,italian,33fae0227059f08853c11257fe73f4976d4527614588b9b30289c213fea025c9,neutrality
1616872343979.wav,Gli operai si alzano presto,italian,f18a99b664fcb1399619b4d81cfaedfbb982d706850592717bb01d180f5e65d2,neutrality
1616352643695.wav,Non sapevo che fosse in città,italian,4d5af0bd391c9c6ba774ce16504bdc4c33a9191cf0c694aab8f7d875b67a91ef,neutrality
1614080928601.wav,Zia Marta ha detto che devo stare a casa stasera,italian,07f763295ba2764d034d200456b42eb8bf498d341c586a4992d62b7bdb0418a0,neutrality
1620217659613.wav,Tommaso ha detto che dovevo scegliere io cosa fare,italian,855306f6847960c28d6a8784be07d2018ebc865f61661c420402406dc61c2ebb,neutrality
1613334978908.wav,Il cane ha riportato qui la palla,italian,297876f1d6595a5eab4a7fda2690393b63c180751ea1863055b9ec452674808a,neutrality
1613339673421.wav,Il capo mi ha affidato un altro lavoro,italian,ca92cf0c07b5ba0e083ec3520f75d8f064651db6b04242187aaff4733640cbd0,neutrality
1614551594006.wav,Vado in biblioteca,italian,3de1dde66754945ce4109dbfd001bdd1a3ae0f6c4eb63ae0c71e4d45affccfeb,neutrality
1614272276836.wav,Tornerà a casa presto,italian,06d6f85c05ee5aff58c5b24976e5cf33092392989ebbe11236667c6d7afe5f80,neutrality
1614016747016.wav,Il capo mi ha affidato un altro lavoro,italian,01de3a316dafa26a6e15d40720bc94e0706da6e0831274ea04dc25bccf87de9b,neutrality
1616882377204.wav,Ho preso 6 nella verifica di matematica,italian,ace2008b98c1980f9df9a009b38a80652a0dee2ffab3406090cf77e788fe18af,neutrality
1613930415814.wav,Non sapevo che fosse in città,italian,1718aa7e2d0821e3ade5783b4e045ab5930ec22054a0fe5e80146dfce17fae3d,neutrality
1616251916509.wav,L’ho incontrato oggi dopo 2 anni,italian,d2a5da287e6ad3219943b56362ad9106e26b5f131841b4aab074b86913eab532,neutrality
1615542619441.wav,Non sapevo che fosse in città,italian,d40776fedcf3953d2d3f0fe9578b0fdfbddb2eee717e41e7bfd7fbe2eb7a6079,neutrality
1613346847140.wav,Ieri un gatto ha bevuto dalla tazza,italian,e0c7cc88b3935c276aacd88adc141459aaa5852269cb6b276d51a77eea7cfa40,neutrality
1613406307299.wav,La cascata fa molto rumore,italian,8d062a0010a51aaf0af404c7080cbae838fd506815da1c88e1849b3e240bfcf9,neutrality
1614550155849.wav,E’ impegnato in una riunione,italian,3de1dde66754945ce4109dbfd001bdd1a3ae0f6c4eb63ae0c71e4d45affccfeb,neutrality
1614191029272.wav,Tornerà a casa presto,italian,55579b557896d0ce1764c47fed644f9b35f58bad620674af23f356d80ed0c503,neutrality
1613327155257.wav,Il cane ha riportato qui la palla,italian,c0fde790c8900bbbac6957c9ee52eacc1b5d77848c779e2113ee9ee45b7eaa09,neutrality
1615758127513.wav,Zia Marta ha detto che devo stare a casa stasera,italian,37ba93c8d818fb8cd2176f5d1f24c01fa95ec056f0b33955de06c864bdf39a26,neutrality
1614626253351.wav,Ho preso 6 nella verifica di matematica,italian,8cd4289dc47d0ea3a3deca73495829e5c4a9c96b1c461670418563548eaffe82,neutrality
1614242018846.wav,Vorrei il numero telefonico del Signor Piatti,italian,5e05cb515b5e6aee84325a8ceeb28a92c2d8d01c6b0f4bb0e743bd04ece7557e,neutrality
1613930596366.wav,Gli operai si alzano presto,italian,1718aa7e2d0821e3ade5783b4e045ab5930ec22054a0fe5e80146dfce17fae3d,neutrality
1613658366455.wav,Zia Marta ha detto che devo stare a casa stasera,italian,5b8476bb94a4a1a17df32b417ec035029f48e4487c9055203fb02353eccd46a1,neutrality
1613991847512.wav,E’ andato a scuola dopo pranzo,italian,00cb13bcf2382ca6eea64f955fc100530bb625a8e646ca83a2c207fd1d460dcd,neutrality
1614448555734.wav,Oggi c’è una partita di basket,italian,bf4fccd616251b678c56b9cb7a46819b1266853c180637642f5bc7d6b01f5554,neutrality
1613043829430.wav,E’ andato a scuola dopo pranzo,italian,4f2077ca4775f0c42db5e191634a05bd3fc5fd27cdb899a7711cfad6d796d298,neutrality
1615229257942.wav,Il capo mi ha affidato un altro lavoro,italian,253387e8620ee1896c76809782406e139bce35860aaa0d61991965319ba0dc32,neutrality
1615231353014.wav,Oggi c’è una partita di basket,italian,7ce215563f7b620fdd32c6618a95215100b4fbede0eb4fc0669b3d649fbd4dc5,neutrality
1614152751140.wav,Zia Marta ha detto che devo stare a casa stasera,italian,a1b7fbc857470de482e46a2001c61ce6151621b2910272d933201318a6842404,neutrality
1613338836844.wav,Gli operai si alzano presto,italian,e75aad2cd10884cdbc433cdb10176fa2cdc86309b083a71a5af42da54266f30f,neutrality
1613824117035.wav,Tornerà a casa presto,italian,bf4fccd616251b678c56b9cb7a46819b1266853c180637642f5bc7d6b01f5554,neutrality
1614551234569.wav,Ieri un gatto ha bevuto dalla tazza,italian,3de1dde66754945ce4109dbfd001bdd1a3ae0f6c4eb63ae0c71e4d45affccfeb,neutrality
1614174046899.wav,Il capo mi ha affidato un altro lavoro,italian,779562b086bb57bfe27509a43b72b47612f9a64815e53a5a9f48140de037eb5d,neutrality
1613325144711.wav,L’ho incontrato oggi dopo 2 anni,italian,bf0c15cbbb41589c4699dfe0c03e9c8cfe580ac218bacfb1a6cd53f972e0772b,neutrality
1613656262032.wav,La cascata fa molto rumore,italian,3111cf7b7ed6fc33e48bfa682fc101fcb6f6d842421d031cb7c79bdec5a1a86e,neutrality
1613326667304.wav,Vado in biblioteca,italian,c0fde790c8900bbbac6957c9ee52eacc1b5d77848c779e2113ee9ee45b7eaa09,neutrality
1614117527001.wav,Tornerà a casa presto,italian,acdd987f9c1700b25898d3bd30c201df5ad4f34b3ca5ebeb7a8f02d240eeb864,neutrality
1614576407230.wav,L’ho incontrato oggi dopo 2 anni,italian,c1a16d00938197a5700113b0ef09df33291897329d57c81296b2e5e3aa891880,neutrality
1613563123668.wav,Oggi c’è una partita di basket,italian,4627bdb3ed141168a5e8663c86bfae205566c5bd27779a19c8d83791df8c9474,neutrality
1620240813327.wav,Ho preso 6 nella verifica di matematica,italian,90faa565f21422b948417c0e69766d0df3331b1b347f8871ab9551f76f27854d,neutrality
1614550270809.wav,Il cane ha riportato qui la palla,italian,9c87358623a6aa7409334d7bc151683d3e35394f305f9ba0f4e633962cfda436,neutrality
1616916604184.wav,Ieri un gatto ha bevuto dalla tazza,italian,e78b53899c33739fedd1f42ef38b19479c19421f52f758f2d85ef2e7fa122dc9,neutrality
1613474403049.wav,Tornerà a casa presto,italian,5fa1e0dac2fb8d7edee91210e200fcc89a9b92735b3a12fc5ecbc036f0082e9f,neutrality
1613478940869.wav,Tornerà a casa presto,italian,e61c967ecc0fae999d10c15d02651ffe305abe702e3a0387ba4d3fb5cddfb7c3,neutrality
1614680353410.wav,Ieri un gatto ha bevuto dalla tazza,italian,1468344ca92716a53bdad6a2b3ff93b9b95645e75785d0f4641d495a818d75c1,neutrality
1613478412129.wav,Tommaso ha detto che dovevo scegliere io cosa fare,italian,e61c967ecc0fae999d10c15d02651ffe305abe702e3a0387ba4d3fb5cddfb7c3,neutrality
1613327856196.wav,Vado in biblioteca,italian,4b060192b2a67de0a8f1d3f0c8c6daf548fae696e67d869ee7e8d0faa4e03e09,neutrality
1613321424215.wav,Vorrei il numero telefonico del Signor Piatti,italian,af496cdb16377985dc70da977d1f64fcac49f030e74467a933d1e02563a9434f,neutrality
1614547214541.wav,Vorrei il numero telefonico del Signor Piatti,italian,9c87358623a6aa7409334d7bc151683d3e35394f305f9ba0f4e633962cfda436,neutrality
1620210778824.wav,Non sapevo che fosse in città,italian,f18a99b664fcb1399619b4d81cfaedfbb982d706850592717bb01d180f5e65d2,neutrality
1613671608349.wav,Non sapevo che fosse in città,italian,b830cbf6e79aeeeec1fbf2ef3be741628ffc574c9b15f30634b8e8cc56bd17b9,neutrality
1614327615912.wav,La cascata fa molto rumore,italian,aef6e8dbbef369f1a1e9d68a0055d74b2c15b32986514ffe9098dd46faa244e2,neutrality
1613474742949.wav,Il cane ha riportato qui la palla,italian,5fa1e0dac2fb8d7edee91210e200fcc89a9b92735b3a12fc5ecbc036f0082e9f,neutrality
1616882368864.wav,L’ho incontrato oggi dopo 2 anni,italian,ace2008b98c1980f9df9a009b38a80652a0dee2ffab3406090cf77e788fe18af,neutrality
1613919307618.wav,Tommaso ha detto che dovevo scegliere io cosa fare,italian,3ac5fd904e8345dcd4b3de41394f03434c68e031b51afbbd29786dc053940cb4,neutrality
1614543726077.wav,La cascata fa molto rumore,italian,e91d63cb57c1cc7d47ebc768d73618f9f5e4362094ac04fe3f141f85d6140644,neutrality
1614335608770.wav,Gli operai si alzano presto,italian,a1c2d05656b9041ce76a61d23aef096635931217a5cf8b8dd4249cc067ee3ac7,neutrality
1616504754439.wav,Gli operai si alzano presto,italian,3f9b6ed1d2adc407ef668b8c89a89fe022f2233d94ce943294c6ed030d18f2ff,neutrality
1614764924896.wav,Ieri un gatto ha bevuto dalla tazza,italian,e55c07a5484fb68c1f872cb4f1998cbe35007306ff8200d3fd1b4e746678a9d6,neutrality
1614156687251.wav,Vado in biblioteca,italian,a7cc8dd4cdcdeb9591ce197e2b4d0f6a1ddb125f9d14b3f8bdd1596a57584a85,neutrality
1615238864001.wav,Il cane ha riportato qui la palla,italian,00a0efc0faaeb5a288481a25b5d0b7d4c0b070120c6d61be6ef7b255fcdfd17f,neutrality
1613057947766.wav,Ieri un gatto ha bevuto dalla tazza,italian,f18a99b664fcb1399619b4d81cfaedfbb982d706850592717bb01d180f5e65d2,neutrality
1620211100173.wav,Giovanni parte per Roma domani,italian,f18a99b664fcb1399619b4d81cfaedfbb982d706850592717bb01d180f5e65d2,neutrality
1613378605502.wav,E’ impegnato in una riunione,italian,e7d486b923ff5d70ab28d1f0383f613f4e2d4e02514966f3ff6cdc7446b2f3cd,neutrality
1614153947247.wav,Tornerà a casa presto,italian,b71d413455549a1824f63bf274dfd7c8c5dbda42425531fb0b44d1dab7e94ea0,neutrality
1614016825185.wav,L’ho incontrato oggi dopo 2 anni,italian,01de3a316dafa26a6e15d40720bc94e0706da6e0831274ea04dc25bccf87de9b,neutrality
1613066653670.wav,Il cane ha riportato qui la palla,italian,f78d765ec69ed2306cf544ae70b352f27ac00ced795ad5a4014e480d6f653395,neutrality
1613226844298.wav,Tommaso ha detto che dovevo scegliere io cosa fare,italian,0518bb1812bd73aeb1a16e59f6205fca9f97ad2975fbe1a5ce10ef9389de091e,neutrality
1613491074663.wav,Zia Marta ha detto che devo stare a casa stasera,italian,f0b8649dbd8cc269a6a9f57166490602cb5e17344007e29c1591f6cdad29aa37,neutrality
1613641675206.wav,Il capo mi ha affidato un altro lavoro,italian,8b04d87b5d2ba065a2f4080716c107d70f5d66a3396073091886e76e615af617,neutrality
1613512662602.wav,Oggi c’è una partita di basket,italian,fbd51d139f2f0269c3e479d6dc5c6b9edb94b1eec62a677c039d280d497b2835,neutrality
1613311120731.wav,Ieri un gatto ha bevuto dalla tazza,italian,c5901553395ac83eaed42a12f1732d6d12918f0f6078469a7a7fa0ba1b0ffb8c,neutrality
1614715343177.wav,Gli operai si alzano presto,italian,a56154f7f8fa794c792022712d09547660dee2e0c2560a8f703a522dadb987a1,neutrality
1614112315583.wav,Ho preso 6 nella verifica di matematica,italian,efbdd349c3b4698f77f94369f659add499297aaff2387724e7eef9b4de405559,neutrality
1616006852447.wav,Il cane ha riportato qui la palla,italian,20ef422a2413d774f66bd50f6edd23c98758d89a67bf3c49995ae29f51519fa1,neutrality
1616253012289.wav,E’ una notte stellata,italian,cebfacd7a17cd5538597bf834984ef312da42f8d97f20551b82f97980259ecdc,neutrality
1614626971439.wav,E’ una notte stellata,italian,8cd4289dc47d0ea3a3deca73495829e5c4a9c96b1c461670418563548eaffe82,neutrality
1613119275011.wav,La cascata fa molto rumore,italian,a7d5dc51019afba11cadd14cccdfe1f876558e6ebdf460468787782150d02ece,neutrality
1620665800793.wav,Non sapevo che fosse in città,italian,7da9f2113516c871e275194f8b2e7521f0c3fb77728ca939f7eed21cf22f3e9f,neutrality
1617789821390.wav,Vado in biblioteca,italian,d9dacb3ee168be4dbc39386975b6964d353c438d8f57a68914a3228b5385fe69,neutrality
1616245408259.wav,Giovanni parte per Roma domani,italian,d2a5da287e6ad3219943b56362ad9106e26b5f131841b4aab074b86913eab532,neutrality
1614279323635.wav,E’ andato a scuola dopo pranzo,italian,49558e542e1556348408d7f1fe752213fe52fd552d36f1d48b0cb2bd98ecc458,neutrality
1614278075905.wav,La cascata fa molto rumore,italian,5dfd46e27a5e3e8e06fcb92817b0955f7fd28048f5003bfd4e5be8e67bf417db,neutrality
1614249335671.wav,Ieri un gatto ha bevuto dalla tazza,italian,5b97872349346612a02b49434e8aca7d3e0a12ddcf2d2cb03372c21fa293c7f2,neutrality
1613405894288.wav,L’ho incontrato oggi dopo 2 anni,italian,415eb3920eb4b3d4645eb42bae62fd32cdd3e731c2662cbb0d480c3792b43066,neutrality
1616352178348.wav,Il cane ha riportato qui la palla,italian,e91d63cb57c1cc7d47ebc768d73618f9f5e4362094ac04fe3f141f85d6140644,neutrality
1614686093973.wav,Vorrei il numero telefonico del Signor Piatti,italian,a1a5f083f0a09e5e29b27ae8f6dd2038f36e71d27cfe9154573a53cf20a667a3,neutrality
1613316269431.wav,Zia Marta ha detto che devo stare a casa stasera,italian,84b41c1a895fca2d2402c6e89888d3ad2eb3f388fc759da0e207845bfa2cec99,neutrality
1613311239075.wav,Tommaso ha detto che dovevo scegliere io cosa fare,italian,c5901553395ac83eaed42a12f1732d6d12918f0f6078469a7a7fa0ba1b0ffb8c,neutrality
1614691073743.wav,E’ andato a scuola dopo pranzo,italian,efffdf93ed76491f5635a4bf14fc24299d45a64d908d3f28e63f0d118f8b88d9,neutrality
1614348896243.wav,L’ho incontrato oggi dopo 2 anni,italian,a1c2d05656b9041ce76a61d23aef096635931217a5cf8b8dd4249cc067ee3ac7,neutrality
1613065299169.wav,E’ impegnato in una riunione,italian,b383ef72f49b3aeb2da2c3989daafef86cc184282f0a19af80489c68c1a66883,neutrality
1613824229531.wav,Tommaso ha detto che dovevo scegliere io cosa fare,italian,bf4fccd616251b678c56b9cb7a46819b1266853c180637642f5bc7d6b01f5554,neutrality
1617963322706.wav,Ieri un gatto ha bevuto dalla tazza,italian,2adb5bd42c85f97ffd8cc21264bc2467182e7e05324680ebb3a45fdb25124285,neutrality
1613493338583.wav,Non sapevo che fosse in città,italian,9168b364a8f5456e8e2a5f2666ae4c0541fafe4bf87cdd15f4ad13b3459dd23a,neutrality
1613840923086.wav,E’ impegnato in una riunione,italian,5b1d678a1b4936c172e8c239785f89a2693f7603890c413fffc9e8629243cd77,neutrality
1614329839556.wav,Oggi c’è una partita di basket,italian,cd8b199e87bcea323147bcb054d58a9a2bb7daedf6480e2703a4d2cf856fbc68,neutrality
1614111932143.wav,Vorrei il numero telefonico del Signor Piatti,italian,08e5dfc7256e09509f5ad47cd0624d11761ad2ba206abb7af053e79acb6ca44b,neutrality
1614332858875.wav,E’ andato a scuola dopo pranzo,italian,ff1d25f750dcd0053c95aa615cafabb23e8dcf92e119155c1be68ac54a38f358,neutrality
1616872339042.wav,Oggi c’è una partita di basket,italian,f18a99b664fcb1399619b4d81cfaedfbb982d706850592717bb01d180f5e65d2,neutrality
1614120270009.wav,Vado in biblioteca,italian,b2bf7455e63d99ee9db25bd7d20fbc7f4af1687f68286bba3ab68c223204d21a,neutrality
1613407895039.wav,Vorrei il numero telefonico del Signor Piatti,italian,509ce83c88888f7d75edabc19670ab07530413773ce7be5c2aee2a6b98638de7,neutrality
1614786703165.wav,Zia Marta ha detto che devo stare a casa stasera,italian,91ce7d8f81a8cf4a092be6c00065d4e26569fcd68f03857e7eca1295ade48223,neutrality
1614451055947.wav,L’ho incontrato oggi dopo 2 anni,italian,f9952fcfb1b07888dc74f9c428edc1467fd925fcecdbc75294a1a997ba101786,neutrality
1616352220605.wav,Vorrei il numero telefonico del Signor Piatti,italian,e91d63cb57c1cc7d47ebc768d73618f9f5e4362094ac04fe3f141f85d6140644,neutrality
1615110618273.wav,Zia Marta ha detto che devo stare a casa stasera,italian,6ef077621c61b092619f41ae11d405d5e1c9b3f1f36fa8f749e877ecce1b3046,neutrality
1613466631612.wav,Vado in biblioteca,italian,4aa97df0f04f62f7f564695f551e2f7f0c38fa4a9ced680b5f5e2e403648fcca,neutrality
1613918741369.wav,L’ho incontrato oggi dopo 2 anni,italian,3ac5fd904e8345dcd4b3de41394f03434c68e031b51afbbd29786dc053940cb4,neutrality
1615542639791.wav,Tommaso ha detto che dovevo scegliere io cosa fare,italian,d40776fedcf3953d2d3f0fe9578b0fdfbddb2eee717e41e7bfd7fbe2eb7a6079,neutrality
1616244732991.wav,E’ una notte stellata,italian,d2a5da287e6ad3219943b56362ad9106e26b5f131841b4aab074b86913eab532,neutrality
1613481904222.wav,Vado in biblioteca,italian,f78d765ec69ed2306cf544ae70b352f27ac00ced795ad5a4014e480d6f653395,neutrality
1616251824104.wav,Il capo mi ha affidato un altro lavoro,italian,da2da8e71c82b18aaec0e9dcf817ab09481a8b55061066f011b3e38188788f65,neutrality
1614109898304.wav,Tornerà a casa presto,italian,4d08697ada75dc79d8f4a9193efb19d01d3609928411d54155c413d0235ea462,neutrality
1614450908451.wav,Non sapevo che fosse in città,italian,f9952fcfb1b07888dc74f9c428edc1467fd925fcecdbc75294a1a997ba101786,neutrality
1613491267401.wav,L’ho incontrato oggi dopo 2 anni,italian,e88a73dde815291df8a50ac0c2e963109566e425b6b1d25dd64cae0b054b5928,neutrality
1614279036870.wav,Gli operai si alzano presto,italian,5dfd46e27a5e3e8e06fcb92817b0955f7fd28048f5003bfd4e5be8e67bf417db,neutrality
1616245692273.wav,Zia Marta ha detto che devo stare a casa stasera,italian,8af2fa1c3331a1354123146e5ef92f0ca499da94d5135246d119c922a02faba2,neutrality
1613119293666.wav,Il cane ha riportato qui la palla,italian,a7d5dc51019afba11cadd14cccdfe1f876558e6ebdf460468787782150d02ece,neutrality
1616075367204.wav,E’ una notte stellata,italian,c01005b5932208270216164dfed9cd52bd9141fee0127fe255c4cdcca8bde06b,neutrality
1613562724719.wav,E’ andato a scuola dopo pranzo,italian,4627bdb3ed141168a5e8663c86bfae205566c5bd27779a19c8d83791df8c9474,neutrality
1613400079694.wav,Tornerà a casa presto,italian,9d3feff79d35684ee9a491256c08dc065be663f75e79ffae2f6d015b7fdedcd8,neutrality
1613816819028.wav,Il capo mi ha affidato un altro lavoro,italian,1f254faa04cffa0d0a8c75f8514f0087429c37cc3516f7abb69c6660db2e6407,neutrality
1613215031560.wav,Il capo mi ha affidato un altro lavoro,italian,e84aef587fca9b7a81721586cba38b4497fdd4f0c4c9d0c6075a6c9476221ece,neutrality
1613816527574.wav,Non sapevo che fosse in città,italian,1f254faa04cffa0d0a8c75f8514f0087429c37cc3516f7abb69c6660db2e6407,neutrality
1614543835489.wav,Tornerà a casa presto,italian,e91d63cb57c1cc7d47ebc768d73618f9f5e4362094ac04fe3f141f85d6140644,neutrality
1613395973022.wav,Ho preso 6 nella verifica di matematica,italian,846490bfee09ed6a4729f272f89babfa12d4a01416c1236702f57cb4bed67e83,neutrality
1614083422412.wav,Ieri un gatto ha bevuto dalla tazza,italian,c64f81213d168187d346b356bea56d60c6feb02e4914ce98f044bfcdb68a77d8,neutrality
1614771611705.wav,E’ impegnato in una riunione,italian,a69d782f0bf3c69265149d4a75d405d178eb9ba4af390597f2d323f294e59f7e,neutrality
1613320280309.wav,Oggi c’è una partita di basket,italian,c7e6fd8f44a628b20a7e55c387105354f9592b834c86f4a05e746c6817c3d34d,neutrality
1615416615983.wav,Vorrei il numero telefonico del Signor Piatti,italian,5ac85ac9b2458ad02aa8993dd13fecea9c2e206d713fdb0e031a8527faded121,neutrality
1614420275571.wav,Ieri un gatto ha bevuto dalla tazza,italian,1a80340db43591273fc96926ba749d07506e1814a2b29fd861a2e44a35b30365,neutrality
1614112225898.wav,E’ una notte stellata,italian,efbdd349c3b4698f77f94369f659add499297aaff2387724e7eef9b4de405559,neutrality
1614071612433.wav,Gli operai si alzano presto,italian,fcf2549ca75984c33bb3f325e4ee768ddf77a34d9dfd92c6fa66626d80f42f55,neutrality
1614764893530.wav,Giovanni parte per Roma domani,italian,e55c07a5484fb68c1f872cb4f1998cbe35007306ff8200d3fd1b4e746678a9d6,neutrality
1614349597176.wav,E’ andato a scuola dopo pranzo,italian,a1c2d05656b9041ce76a61d23aef096635931217a5cf8b8dd4249cc067ee3ac7,neutrality
1614451665135.wav,Ho preso 6 nella verifica di matematica,italian,553e7cf02d99f2429ae2a8068234af47200be7969bba0e99ea52f5f886f905c8,neutrality
1613403841701.wav,Ieri un gatto ha bevuto dalla tazza,italian,1dab1d691c3cb60f475163ff79b4fa2f58bac807098245601f5134354d051335,neutrality
1613563058439.wav,L’ho incontrato oggi dopo 2 anni,italian,4627bdb3ed141168a5e8663c86bfae205566c5bd27779a19c8d83791df8c9474,neutrality
1613656681205.wav,Non sapevo che fosse in città,italian,53951a018a6b924a8a2ea025e17b25435d3dc3575d6e4fc350ea1ffe3ea1d821,neutrality
1614022875563.wav,E’ una notte stellata,italian,e420eb81d1179e1d06fa9d50691b06a53b8ed79035f4d6c1d3028e9fc4e04487,neutrality
1614175018161.wav,Vorrei il numero telefonico del Signor Piatti,italian,779562b086bb57bfe27509a43b72b47612f9a64815e53a5a9f48140de037eb5d,neutrality
1615229183430.wav,La cascata fa molto rumore,italian,253387e8620ee1896c76809782406e139bce35860aaa0d61991965319ba0dc32,neutrality
1613323456724.wav,Oggi c’è una partita di basket,italian,21accbe28f06bd93fb6c51fd0f136cc755420a0eb212299cab724180db2078cd,neutrality
1614086511881.wav,Il capo mi ha affidato un altro lavoro,italian,64c64ef0ed5944d35a52ee2074dcf2fc5fba9919d7165471bf0b20cf1ebf25aa,neutrality
1614093745400.wav,Oggi c’è una partita di basket,italian,4e450f4b0e623423be646d1533ff5b9500d90268e08d954815d480e78a3c8ca1,neutrality
1613215079998.wav,Vado in biblioteca,italian,e84aef587fca9b7a81721586cba38b4497fdd4f0c4c9d0c6075a6c9476221ece,neutrality
1614114364262.wav,Tornerà a casa presto,italian,33fae0227059f08853c11257fe73f4976d4527614588b9b30289c213fea025c9,neutrality
1614264184042.wav,Il cane ha riportato qui la palla,italian,a1c2d05656b9041ce76a61d23aef096635931217a5cf8b8dd4249cc067ee3ac7,neutrality
1614078809818.wav,Vorrei il numero telefonico del Signor Piatti,italian,0518bb1812bd73aeb1a16e59f6205fca9f97ad2975fbe1a5ce10ef9389de091e,neutrality
1613562636992.wav,Il cane ha riportato qui la palla,italian,4627bdb3ed141168a5e8663c86bfae205566c5bd27779a19c8d83791df8c9474,neutrality
1613412632533.wav,Gli operai si alzano presto,italian,877d558457a54ee71d29cb1337a0f0b9969a00fef09805e788b559b487426fc3,neutrality
1620240359781.wav,L’ho incontrato oggi dopo 2 anni,italian,90faa565f21422b948417c0e69766d0df3331b1b347f8871ab9551f76f27854d,neutrality
1613586117273.wav,E’ impegnato in una riunione,italian,0ec8b058931916615ae00bce3d91a997ae440eb9d51ac35d26456a51695036d7,neutrality
1614166661268.wav,La cascata fa molto rumore,italian,7863bdcbc024a642e82a1a8bc43c59e1ee7818a4f500ead1b0896e6391e2a591,neutrality
1614685742373.wav,E’ andato a scuola dopo pranzo,italian,a1a5f083f0a09e5e29b27ae8f6dd2038f36e71d27cfe9154573a53cf20a667a3,neutrality
1614071597735.wav,Zia Marta ha detto che devo stare a casa stasera,italian,fcf2549ca75984c33bb3f325e4ee768ddf77a34d9dfd92c6fa66626d80f42f55,neutrality
1615227864666.wav,Non sapevo che fosse in città,italian,65e82fb525a08de54935534a2da2ff0c464eec8a0d4d8d5abc1e5fcf6ea37408,neutrality
